activity_name,type,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,max_speed,average_heartrate_bpm,max_heartrate_bpm,achievement_count,kudos_count,comment_count,athlete_count,commute,gear_id,suffer_score,average_temp,start_data,distance_km
Evening Run,Run,6238.3,31:06,35:06,30,3.343,5.232,141.1,164,0,32,0,1,FALSE,g8836542,13,24,2022-03-01,6.238300000000001
Afternoon Run,Run,10335.7,51:05,56:34,58,3.372,5.38,140.2,160,0,39,0,1,FALSE,g8836542,16,24,2022-02-28,10.335700000000001
Zwift - Triple Loops in London,VirtualRide,41316.3,73:06,73:06,511,9.42,21.994,157.9,187,6,26,0,1,FALSE,b8218320,104,NA,2022-02-26,41.316300000000005
Broadwater Parkrun+ (17:48),Run,15262.5,68:31,163:59,139,3.713,5.9,158.9,186,13,55,3,1,FALSE,g8836542,92,16,2022-02-26,15.2625
Afternoon Run,Run,10702.1,55:48,61:20,93,3.197,5.454,147.9,168,3,33,0,1,FALSE,g3589057,42,20,2022-02-25,10.7021
Zwift - Step By Step in Makuri Islands,VirtualRide,26106.8,44:41,45:53,179,9.738,17.442,125.4,175,4,21,0,1,FALSE,b8218320,26,NA,2022-02-24,26.1068
Morning Run,Run,9411.5,45:34,45:38,73,3.442,4.763,146,169,6,32,0,1,FALSE,g8836542,24,17,2022-02-24,9.4115
Commute,Ride,64022.2,129:55,647:16,448,8.213,13.224,156.2,177,10,32,0,1,TRUE,b8218319,169,19,2022-02-23,64.0222
Lunch Run,Run,9166.1,45:58,46:04,68,3.323,4.67,NA,NA,1,31,2,1,FALSE,g3897569,22,20,2022-02-22,9.1661
Afternoon Run,Run,4994.3,30:13,30:13,0,2.755,2.86,127.8,135,0,0,0,1,FALSE,g8836542,6,24,2022-02-21,4.9943
Badminton,Workout,877,77:35,77:35,0,0.188,2.083,124.6,162,0,14,1,1,FALSE,NA,18,24,2022-02-20,0.877
Zwift - Paris,VirtualRide,30352.7,50:19,50:19,174,10.054,14.064,135.8,173,2,20,0,1,FALSE,b8218320,21,NA,2022-02-20,30.352700000000002
Guildford Parkrun (18:32 plus warm up),Run,10373.5,46:06,79:00,86,3.75,6.816,157.6,185,39,46,1,1,FALSE,g6883995,54,16,2022-02-19,10.3735
Lunch Run,Run,10929.4,53:50,79:47,231,3.384,5.26,161,176,3,43,0,1,FALSE,g8836542,82,17,2022-02-18,10.9294
Zwift - Watopia,VirtualRide,80075.4,132:11,132:11,323,10.097,13.672,160.7,183,3,20,0,1,FALSE,b8218320,204,NA,2022-02-18,80.07539999999999
Evening Activity,VirtualRide,20000,35:21,35:21,0,9.43,0,NA,NA,0,0,0,1,FALSE,b8218319,91,NA,2022-02-16,20
Evening Run,Run,10136.8,47:13,47:13,45,3.578,5.308,145.1,159,22,33,0,1,FALSE,g8836542,23,19,2022-02-15,10.1368
Evening Run,Run,6718.9,32:34,32:59,15,3.439,4.371,139.5,148,9,37,0,1,FALSE,g8836542,8,20,2022-02-14,6.7189
Zwift - Makuri Islands,VirtualRide,4807.2,10:31,10:31,22,7.618,10.564,116.4,137,0,0,0,1,FALSE,b8218320,1,NA,2022-02-13,4.8072
Zwift - NYC,VirtualRide,35054.4,60:19,60:19,550,9.686,20.968,157,177,5,27,0,1,FALSE,b8218320,82,NA,2022-02-13,35.0544
Afternoon Run,Run,4273.1,20:32,20:52,18,3.468,5.275,NA,NA,1,22,0,1,FALSE,g8836542,NA,19,2022-02-11,4.2731
Evening Run,Run,9516.5,48:04,48:49,102,3.3,4.97,147.2,170,1,45,2,1,FALSE,g8836542,27,19,2022-02-09,9.5165
Zwift - London,VirtualRide,15254.4,26:48,26:48,212,9.487,21.562,158.3,183,4,21,0,1,FALSE,b8218320,37,NA,2022-02-09,15.2544
Zwift - London,VirtualRide,5000,10:40,10:40,32,7.812,12.942,141.6,187,0,0,0,37,FALSE,b8218320,5,NA,2022-02-08,5
Zwift - TdZ Stage 6: Standard Ride ,VirtualRide,33129,54:07,54:07,319,10.203,18.71,165.2,193,3,25,2,6,FALSE,b8218320,99,NA,2022-02-08,33.129
Zwift - Yorkshire,VirtualRide,15072.9,27:10,27:10,271,9.247,22.612,165.3,196,11,25,0,5,FALSE,b8218320,49,NA,2022-02-07,15.072899999999999
Treadmill run,Run,4142.7,36:34,36:50,0,1.888,2.933,118.1,156,0,24,0,1,FALSE,g8836542,12,24,2022-02-07,4.1427
Zwift - Innsbruck,VirtualRide,50097.2,111:51,112:08,1000,7.465,23.438,163.1,176,4,30,0,2,FALSE,b8218320,190,NA,2022-02-06,50.097199999999994
Arc of Attrition 2022,Run,166703,1643:10,1643:11,6035,1.691,4.153,134.6,177,130,100,30,2,FALSE,g9838455,521,20,2022-01-28,166.703
Zwift - Watopia,VirtualRide,28082.8,82:38,82:38,1169,5.664,19.206,171.2,192,2,31,2,1,FALSE,b8218320,190,NA,2022-01-23,28.0828
Evening Run,Run,7001.2,34:13,34:13,22,3.41,5.656,140.9,148,12,31,0,1,FALSE,g8836542,9,17,2022-01-19,7.0012
Evening Run,Run,10275.9,51:57,61:44,89,3.297,5.288,140.1,158,2,40,0,1,FALSE,g8836542,17,16,2022-01-18,10.2759
Dortmund recovery run,Run,7365.9,36:38,37:49,72,3.351,4.911,142,168,0,34,0,1,FALSE,g8836542,13,17,2022-01-17,7.3659
Windsor MABAC,Run,12665.2,49:10,49:10,131.8,4.293,5.614,174.8,192,29,55,1,1,FALSE,g8011089,121,14,2022-01-16,12.6652
Denbies Parkrun!,Run,4954.1,20:13,20:13,95,4.084,6.098,NA,NA,1,44,3,9,FALSE,g5233748,60,15,2022-01-15,4.9541
Lunch Run,Run,7314.5,44:42,45:30,11,2.727,6.334,NA,NA,1,26,0,1,FALSE,g3897569,22,18,2022-01-14,7.3145
Evening Run,Run,16190.6,93:02,104:30,346,2.901,6.538,157.8,188,10,44,0,1,FALSE,g8011089,104,17,2022-01-11,16.1906
Zwift - Makuri Islands,VirtualRide,32172.7,50:21,50:21,210,10.65,16.378,160.1,191,0,18,0,13,FALSE,b8218320,78,NA,2022-01-10,32.1727
MingPunch ‘30’,Run,56804.6,452:14,459:23,977,2.093,4.436,124.7,172,10,65,5,2,FALSE,g9838455,96,18,2022-01-08,56.8046
Lunch Run,Run,5918,26:13,27:00,24,3.762,5.204,NA,NA,1,24,2,2,FALSE,g8836542,NA,16,2022-01-07,5.918
Morning Run,Run,17260.3,118:29,121:51,331,2.428,3.903,127.9,160,3,54,2,1,FALSE,g9838455,28,12,2022-01-06,17.2603
Zwift - Richmond,VirtualRide,4084.3,10:14,10:14,16,6.652,8.658,NA,NA,0,0,0,32,FALSE,b8218320,2,NA,2022-01-04,4.0843
Zwift - UK Armed Forces Cycling Community Race Night (B),VirtualRide,33286.3,48:12,48:12,112,11.51,16.75,NA,NA,13,32,0,37,FALSE,b8218320,124,NA,2022-01-04,33.286300000000004
Morning Run,Run,25697.7,153:58,161:05,482,2.782,4.556,141.5,177,5,60,0,3,FALSE,g9838455,65,21,2022-01-02,25.6977
Morning Run,Run,1304.1,08:03,42:08,24,2.7,5.148,142.1,155,0,0,0,2,FALSE,g7496850,3,20,2022-01-01,1.3040999999999998
Winchester Parkrun 2022,Run,7631.8,34:11,41:27,17.4,3.721,5.24,157.7,183,38,44,0,1,FALSE,g5233748,41,20,2022-01-01,7.6318
Session warm down,Run,7550.6,38:32,56:12,51,3.266,5.584,151.8,176,1,27,0,1,FALSE,g8011089,32,22,2021-12-31,7.5506
Track,Run,8464.1,33:50,34:51,0,4.17,6.18,176.7,192,3,32,4,1,FALSE,g8011089,94,18,2021-12-31,8.4641
Lunch Run,Run,2870.7,12:40,12:40,45,3.777,5.017,158.7,173,1,0,0,1,FALSE,g8011089,18,21,2021-12-31,2.8707
Lunch Walk,Walk,17000,212:02,212:02,0,1.336,0,NA,NA,0,0,0,1,FALSE,g6883995,106,NA,2021-12-28,17
G100 recce,Run,40016.3,286:58,288:32,540,2.324,4.226,132.7,162,11,68,4,5,FALSE,g9838455,81,22,2021-12-27,40.0163
Lunch Ride,Ride,12952.9,27:04,105:33,92,7.976,11.102,144.6,167,1,0,0,1,FALSE,b8218319,21,20,2021-12-25,12.9529
Merry Christmas Everyone 🎄🎅🐦🥳🦄,Run,15366,86:15,88:24,217,2.969,4.318,149.2,173,6,62,4,1,FALSE,g5233748,67,21,2021-12-25,15.366
Afternoon Run,Run,3055.2,15:04,17:35,35,3.38,4.748,143.3,162,1,19,0,1,FALSE,g8836542,8,20,2021-12-23,3.0551999999999997
Track,Run,16444.5,83:07,90:40,41,3.297,7.422,160.6,189,3,47,0,2,FALSE,g8011089,108,15,2021-12-22,16.4445
Commute,Ride,64917,138:22,625:10,477,7.819,13.81,146.4,171,13,35,0,1,TRUE,b8218319,110,13,2021-12-21,64.917
Trina’s Trails - Greensand Way,Run,26175.8,180:03,199:55,762,2.423,5.433,134.7,160,12,44,0,4,FALSE,g7747260,53,16,2021-12-20,26.1758
Morning Run,Run,3209.9,13:41,13:59,12,3.91,4.801,161.7,170,5,26,0,1,FALSE,g7747260,21,16,2021-12-20,3.2099
SCCL XC Lord Wandsworth,Run,7337.1,30:05,30:05,137,4.065,6.64,175,187,13,48,0,29,FALSE,g6883995,76,12,2021-12-19,7.3371
Goodridge Night Marathon,Run,40980.3,263:56,266:07,537,2.588,5.788,140.1,163,16,61,2,2,FALSE,g5233748,115,17,2021-12-17,40.9803
Track,Run,11303.9,52:28,59:11,91,3.591,6.94,160.5,186,4,33,2,1,FALSE,g8011089,80,18,2021-12-15,11.3039
Zwift - NYC,VirtualRide,4683.6,13:07,13:07,69,5.951,17.388,136.4,169,0,0,0,68,FALSE,b8218320,6,NA,2021-12-14,4.6836
Zwift - Team Italy & Frenchy Fuzion League (B),VirtualRide,24242.9,43:16,43:16,495,9.339,26.164,176.8,192,6,29,0,21,FALSE,b8218320,117,NA,2021-12-14,24.242900000000002
Zwift - NYC,VirtualRide,3259.8,06:13,06:13,41,8.739,14.69,123.7,225,0,0,0,22,FALSE,b8218320,1,NA,2021-12-14,3.2598000000000003
Zwift - Watopia,VirtualRide,20211.9,36:18,36:18,137,9.28,18.416,123.9,175,3,22,0,3,FALSE,b8218320,14,NA,2021-12-12,20.2119
Godalming Christmas Round(ish),Run,33046.9,276:42,402:07,763,1.991,4.853,126.4,168,6,51,0,4,FALSE,g7747260,62,18,2021-12-10,33.0469
Afternoon Run,Run,13380.4,74:53,79:13,57,2.978,4.267,151.7,170,5,37,0,2,FALSE,g5233748,68,19,2021-12-08,13.3804
Yorkshire,VirtualRide,14765.8,26:15,26:15,261,9.375,23.456,153,186,12,24,1,53,FALSE,b8218320,31,NA,2021-12-07,14.765799999999999
EnduranceLife Dorset Ultra+ 7th,Run,66769.7,456:56,469:31,2985,2.37,4.474,166,197,37,74,22,1,FALSE,g7496850,723,17,2021-12-04,66.7697
Lunch Run,Run,6368.2,27:37,27:43,16,3.843,5.467,162.7,187,6,31,1,1,FALSE,g3897569,45,20,2021-11-30,6.3682
Commute,Ride,67248.5,149:53,725:20,461,7.478,13.234,138.7,172,51,39,4,1,TRUE,b8218319,84,17,2021-11-29,67.2485
SCCL XC Bourne Woods,Run,7772.4,30:32,30:32,131,4.243,6.286,181.1,189,1,57,0,19,FALSE,g6883995,99,11,2021-11-28,7.772399999999999
Runch w/ Emma,Run,9140.1,40:50,41:55,42,3.731,4.961,158.8,188,8,31,2,2,FALSE,g3897569,57,18,2021-11-26,9.1401
Commute,Ride,65017.9,141:51,741:41,484,7.639,13.828,153,178,4,0,0,1,TRUE,b8218319,161,13,2021-11-25,65.0179
Evening Activity,VirtualRide,33000,60:00,60:00,0,9.167,0,NA,NA,0,0,0,1,FALSE,b8218320,115,NA,2021-11-24,33
Yorkshire,VirtualRide,5270.6,07:30,07:30,77,11.712,19.276,181,186,1,0,0,191,FALSE,b8218320,24,NA,2021-11-24,5.2706
London,VirtualRide,9935.3,16:46,16:46,54,9.876,15.708,130.3,166,3,0,0,54,FALSE,b8218320,7,NA,2021-11-24,9.9353
Commute,Ride,62988.8,126:26,699:02,438,8.303,13.544,162.8,181,10,44,0,1,TRUE,b8218319,209,12,2021-11-23,62.988800000000005
Morning Run,Run,10133.9,69:01,72:30,182,2.447,4.122,142,171,3,45,0,5,FALSE,NA,39,16,2021-11-21,10.133899999999999
MABAC Farley Heath,Run,7245.1,29:05,29:05,117,4.152,6.4,161.5,182,7,62,4,13,FALSE,NA,45,14,2021-11-21,7.245100000000001
Innsbruck,VirtualRide,24625.6,44:05,44:05,497,9.31,24.548,170.4,189,6,27,0,4,FALSE,b8218320,99,NA,2021-11-16,24.6256
Evening Run,Run,9456.8,43:34,43:56,104,3.618,4.91,150.5,172,2,0,0,1,FALSE,g8836542,38,19,2021-11-14,9.4568
Morning Run,Run,8900.3,42:47,51:57,110,3.467,4.658,160.2,185,2,31,0,1,FALSE,NA,63,19,2021-11-13,8.9003
Lunch Run,Run,7270.6,38:54,38:54,10,3.115,4.4,164.4,192,3,33,3,1,FALSE,g3897569,25,22,2021-11-10,7.2706
Commute,Ride,61918.7,123:28,707:02,455,8.358,14.663,154.1,180,12,34,0,1,TRUE,b8218319,144,19,2021-11-09,61.918699999999994
Commute,Ride,65074.9,135:43,738:04,491,7.992,13.378,149.7,174,6,38,0,1,TRUE,b8218319,135,17,2021-11-08,65.0749
Afternoon Run,Run,5258.4,28:14,29:00,56,3.104,4.37,144.1,160,0,24,3,1,FALSE,g8836542,16,18,2021-11-05,5.2584
Cotswold Way Self-Supported FKT,Run,164521,1378:54,1379:00,4328.1,1.988,7.242,139.3,167,152,91,40,1,FALSE,g7496850,471,19,2021-10-29,164.521
Dortmund Run,Run,6238.1,29:57,32:03,27,3.471,6.791,147.6,167,0,29,1,1,FALSE,g8836542,20,21,2021-10-26,6.2381
MABAC Nonsuch Park,Run,7459.5,29:56,29:56,68,4.153,6.094,172.6,187,3,39,0,10,FALSE,g9133328,71,18,2021-10-24,7.4595
Broadwater Parkrun - 18:18,Run,9682.4,43:29,75:04,44,3.711,5.777,163.7,191,13,52,6,1,FALSE,g8836542,69,17,2021-10-23,9.6824
Afternoon Ride,Ride,32046.4,72:53,95:18,269,7.328,13.348,129.5,155,1,0,0,1,FALSE,b8218319,24,19,2021-10-20,32.0464
Morning Ride,Ride,31316.4,58:00,58:34,214,8.999,15.01,140,174,38,23,0,1,FALSE,b8218319,32,21,2021-10-20,31.3164
Lunch Run,Run,6067,31:22,31:22,21,3.224,5.4,138.3,178,1,29,0,1,FALSE,g3897569,10,25,2021-10-19,6.067
Morning Ride,Ride,65258,139:12,640:44,506,7.813,15,136,169,6,0,0,1,FALSE,b8218319,73,19,2021-10-18,65.258
Run to the Sea 50k - 5th,Run,50148,218:23,220:12,183,3.796,6,168,192,14,81,28,1,FALSE,g8011089,438,18,2021-10-16,50.148
Afternoon Ride,Ride,18086.9,53:41,122:47,119,5.615,12.8,117.5,160,6,0,0,1,FALSE,b8218319,11,25,2021-10-13,18.0869
Afternoon Ride,Ride,31490.2,63:07,64:53,246,8.315,14.4,129,167,29,27,0,1,TRUE,b8218319,21,21,2021-10-12,31.4902
Lunch Run,Run,5175.9,29:54,30:42,6,2.885,4,137.1,161,0,25,0,2,FALSE,g3897569,14,22,2021-10-12,5.1758999999999995
Morning Ride,Ride,33867.3,70:24,74:20,250,8.018,13.8,126.7,164,24,0,0,1,FALSE,b8218319,22,15,2021-10-12,33.8673
Afternoon Run,Run,1339.6,05:56,05:59,5,3.763,4.6,144.8,164,2,0,0,1,FALSE,g7496850,4,25,2021-10-11,1.3396
NYC,VirtualRide,14990.9,28:18,28:18,256,8.829,18.8,130.6,171,5,22,0,5,FALSE,b8218320,12,NA,2021-10-10,14.9909
Cotswold Way pt.2,Run,67021.8,419:41,440:37,1796,2.662,5.9,155.4,178,11,71,16,1,FALSE,g5460980,479,23,2021-10-09,67.0218
Evening Ride,Ride,10966.4,26:06,34:13,110,7.003,11,130.3,161,4,0,0,1,FALSE,b8218319,10,21,2021-10-08,10.9664
Afternoon Run,Run,6259,32:05,32:09,7,3.251,4.4,142.9,168,1,27,0,1,FALSE,g3897569,18,23,2021-10-08,6.259
Wave Rider,VirtualRide,18537.2,30:11,30:11,123,10.236,16.7,146.8,186,2,13,0,27,FALSE,b8218320,29,NA,2021-10-07,18.537200000000002
Afternoon Ride,Ride,31263.1,61:32,63:30,232,8.468,13.5,127.8,161,20,0,0,1,FALSE,b8218319,18,18,2021-10-06,31.263099999999998
Morning Ride,Ride,32438.7,59:47,59:47,220,9.043,14.9,136.9,172,66,0,0,1,TRUE,b8218319,31,15,2021-10-06,32.4387
The Gorby,VirtualRide,31248,60:14,60:14,493,8.646,19.7,134.3,169,7,24,2,5,FALSE,b8218320,36,NA,2021-10-05,31.248
Cotswold Way pt.1,Run,70244.1,466:18,493:41,1976,2.511,4.4,146.6,171,8,66,6,1,FALSE,g5460980,312,21,2021-10-02,70.2441
BRT Time Trial League (B),VirtualRide,8553.3,18:24,18:24,236,7.748,14.9,173.7,186,0,27,0,10,FALSE,b8218320,46,NA,2021-09-29,8.5533
Watopia,VirtualRide,19846.9,37:50,51:29,197,8.743,18.7,133,161,5,0,0,3,FALSE,b8218320,18,NA,2021-09-29,19.8469
Sweatbox intervals,VirtualRun,8537.6,39:47,39:47,0,3.577,4.9,147.1,183,0,23,0,1,FALSE,g8011089,38,26,2021-09-28,8.537600000000001
2x15 FTP Intervals,VirtualRide,22655.6,55:19,55:19,632,6.826,24.7,142.4,175,4,22,0,1,FALSE,b8218320,43,NA,2021-09-27,22.6556
Surrey hills🙈,VirtualRide,27721.8,60:16,60:16,609,7.666,20.9,155,171,4,31,0,1,FALSE,b8218320,73,NA,2021-09-26,27.721799999999998
Morning Trails with Mark,Run,27866.7,162:14,163:30,509,2.863,4.6,132.6,170,9,56,0,2,FALSE,g7747260,46,24,2021-09-26,27.8667
Velopark ride,Ride,15000,20:00,20:00,0,12.5,0,NA,NA,0,0,0,1,FALSE,b8218319,51,NA,2021-09-25,15
Lee Valley Velopark Flying Lap,Ride,250,00:18,00:18,0,13.889,0,NA,NA,0,34,0,1,FALSE,b8218319,1,NA,2021-09-25,0.25
London,VirtualRide,17155.8,33:08,33:08,331,8.63,18.5,158,192,4,14,0,1,FALSE,b8218319,46,NA,2021-09-24,17.1558
Morning Ride,Ride,14376.4,30:47,264:47,128,7.784,11.9,132.2,179,13,18,0,1,FALSE,b8218319,15,23,2021-09-24,14.3764
Grin And Bear It,VirtualRide,18172.7,40:09,40:09,257,7.544,15.3,140.9,176,2,0,0,1,FALSE,b8218320,25,NA,2021-09-23,18.1727
Afternoon Ride,Ride,12715.4,27:53,357:03,89,7.6,12,127.9,155,3,0,0,1,FALSE,b8218319,7,25,2021-09-22,12.715399999999999
Watopia,VirtualRide,9763.7,25:12,25:12,311,6.457,16.6,150.2,182,1,0,0,1,FALSE,b8218320,29,NA,2021-09-22,9.7637
The Wringer,VirtualRide,24271.9,59:53,60:52,495,6.755,23.6,147.5,182,0,35,0,9,FALSE,b8218320,56,NA,2021-09-21,24.271900000000002
Fox Marathon 🦊 🥇 ,Run,42327.7,190:24,191:02,530,3.693,8.3,175.3,195,32,83,27,1,FALSE,g7496850,482,26,2021-09-18,42.3277
To Hereford!,Ride,104618,224:26,229:58,1241,7.769,17.9,141.9,170,0,52,8,1,FALSE,b8218319,144,21,2021-09-15,104.618
Cotswolds Run,Run,14552.6,79:43,94:15,224,3.043,4.4,132,156,0,34,0,1,FALSE,g9133328,22,19,2021-09-15,14.5526
More zero emission travelling,Ride,173695,377:20,418:38,1711,7.672,15.7,140.2,177,25,56,4,1,FALSE,b8218319,233,20,2021-09-14,173.695
London,VirtualRun,6098.3,31:48,31:46,15,3.196,3.7,129.3,218,2,22,0,1,FALSE,g8836542,12,NA,2021-09-12,6.0983
Watopia - Hangover cure,VirtualRide,32698.2,74:40,74:59,691,7.299,24.7,147.7,182,2,28,0,1,FALSE,b8218319,63,NA,2021-09-12,32.6982
Afternoon Hike,Hike,9272.7,108:45,302:14,172,1.421,2.6,84.9,123,0,0,0,2,FALSE,g7496850,10,28,2021-09-11,9.2727
London,VirtualRide,10098.4,22:24,22:24,174,7.514,23,142.9,206,1,0,0,2,FALSE,b8218319,17,NA,2021-09-11,10.0984
Evening Run,Run,13420.4,61:11,62:28,79,3.656,5.7,163.9,182,13,39,0,1,FALSE,g3897569,96,24,2021-09-10,13.420399999999999
Afternoon Run,Run,1193.3,05:09,05:12,0,3.862,4.2,155.9,167,2,0,0,1,FALSE,g3897569,6,24,2021-09-10,1.1933
Afternoon Run,Run,4933.5,22:24,22:38,7,3.671,4.8,143.2,161,2,19,0,2,FALSE,g3897569,11,25,2021-09-10,4.9335
London,VirtualRide,13657.9,32:53,34:23,375,6.922,19,158.2,180,0,21,0,2,FALSE,b8218320,48,NA,2021-09-08,13.6579
Lunch Run,Run,9149.2,47:06,47:23,199,3.238,5.7,144.6,171,3,38,0,1,FALSE,g9133328,26,28,2021-09-08,9.1492
Morning Ride,Ride,64149.5,130:17,630:05,450,8.206,13.9,131.3,162,16,32,6,1,TRUE,b8218319,48,24,2021-09-06,64.1495
Emily's (very) Short Mix,VirtualRide,12037.2,22:54,22:54,205,8.761,17.7,140.5,160,1,19,0,2,FALSE,b8218320,12,NA,2021-09-05,12.0372
UTMR Day 4 - The final hurrah - 5th,Run,35794.4,278:39,285:55,2069,2.087,5.3,156.1,179,3,77,27,1,FALSE,g7496850,340,20,2021-09-04,35.7944
UTMR Day 3 - the quicker one 😂,Run,41312,333:46,345:51,2406,1.991,4.9,147.8,172,2,61,8,1,FALSE,g7496850,248,24,2021-09-03,41.312
UTMR Day 2,Run,36465.8,343:20,353:09,2553,1.721,4.4,144.8,174,0,78,13,1,FALSE,g7496850,212,21,2021-09-02,36.4658
UTMR Day 1,Run,37382,357:21,387:38,2382,1.607,9,148.4,174,0,80,17,1,FALSE,g7496850,293,22,2021-09-01,37.382
Hiking/Sourcing,Hike,19794.2,234:40,510:54,1429,1.406,7.4,118.8,158,1,40,6,1,FALSE,g9133328,51,24,2021-08-30,19.7942
Afternoon Ride,Ride,14452.2,43:54,392:29,193,5.487,12.6,123,160,3,0,0,2,FALSE,b8218319,12,24,2021-08-28,14.452200000000001
Afternoon Ride,Ride,32055.6,63:01,66:02,271,8.478,15.4,142.8,166,40,20,0,1,FALSE,b8218319,40,23,2021-08-27,32.0556
Morning Ride,Ride,31809.9,59:16,59:16,209,8.945,14.1,145.8,171,44,29,0,1,FALSE,b8218319,45,18,2021-08-27,31.809900000000003
Yorkshire,VirtualRide,20103.9,39:07,48:28,358,8.566,23.1,140,171,13,26,0,3,FALSE,b8218320,30,NA,2021-08-25,20.103900000000003
WH Track,Run,13005.3,63:04,84:47,99,3.437,6.2,160.4,193,0,49,0,11,FALSE,g8011089,80,22,2021-08-24,13.0053
Afternoon Ride,Ride,31882.1,58:06,60:50,242,9.146,14.4,151.2,175,61,35,0,1,TRUE,b8218319,60,23,2021-08-23,31.882099999999998
Morning Ride,Ride,31681.6,61:05,61:37,211,8.644,14.4,150.3,169,16,32,0,1,TRUE,b8218319,60,20,2021-08-23,31.6816
Team DRAFT Sunday Race (B),VirtualRide,30234.9,47:25,47:25,254,10.627,20,176.9,190,3,31,0,9,FALSE,b8218320,134,NA,2021-08-22,30.234900000000003
France,VirtualRide,7805.8,13:56,15:57,12,9.337,11.7,120.4,148,0,0,0,23,FALSE,b8218319,3,NA,2021-08-22,7.8058000000000005
Off the MAAP: Standard Ride,VirtualRide,25165,50:59,53:29,473,8.227,20.2,49.8,176,6,18,0,1,FALSE,b8218319,80,NA,2021-08-21,25.165
Morning Ride,Ride,12426.7,24:28,24:28,80,8.465,12.9,158.2,183,13,27,1,1,FALSE,b8218319,34,22,2021-08-21,12.4267
Afternoon Run,Run,11365.2,63:13,64:01,251,2.996,5,144.9,173,5,39,0,1,FALSE,g7158509,36,24,2021-08-20,11.365200000000002
Lavendar Unicorn,VirtualRide,14686.5,30:18,30:40,183,8.078,14.4,155.5,189,0,23,0,7,FALSE,b8218320,40,NA,2021-08-19,14.6865
Afternoon Run,Run,13369.8,66:58,69:16,130,3.327,4.4,144.3,170,3,34,0,1,FALSE,g8836542,32,25,2021-08-19,13.3698
Ramp Test,VirtualRide,20085.6,41:25,41:25,350,8.083,19.4,151.1,188,1,23,0,2,FALSE,b8218320,47,NA,2021-08-18,20.0856
Recovery run,VirtualRun,5484,30:27,30:32,0,3.002,3.7,138.1,160,0,26,0,2,FALSE,g8836542,14,NA,2021-08-17,5.484
Recovery ride,VirtualRide,15851.9,31:18,31:48,303,8.441,22.1,140.1,179,2,27,0,9,FALSE,b8218320,22,NA,2021-08-17,15.851899999999999
Stretton Hills,Run,35859.9,320:57,395:30,1630,1.862,5.4,116.9,153,21,64,5,2,FALSE,g8836541,56,23,2021-08-15,35.8599
Afternoon Ride,Ride,25951.6,52:36,73:11,157,8.223,14.6,141.7,156,0,31,1,1,FALSE,b8218319,28,23,2021-08-14,25.9516
Clun run,Run,45409.3,323:50,354:32,1914,2.337,5.1,143.7,168,0,59,1,1,FALSE,g8836541,162,26,2021-08-14,45.4093
Morning Ride,Ride,26778.9,60:54,60:54,162,7.329,13,129.8,153,0,0,0,1,FALSE,b8218319,17,22,2021-08-14,26.7789
Zero Emission Holidays Pt.2,Ride,194556,444:17,528:54,2117,7.298,18.6,155.2,182,4,60,4,1,FALSE,b8218319,549,23,2021-08-13,194.556
"Zero Emission Holidays, Pt.1",Ride,103152,218:41,698:17,596,7.862,18,145.8,185,58,55,0,1,FALSE,b8218319,174,23,2021-08-12,103.152
Evening Ride,Ride,23364.5,52:27,75:27,180,7.424,14.4,136.1,172,32,29,0,1,FALSE,b8218319,26,23,2021-08-11,23.3645
Afternoon Run,Run,10814.6,51:05,60:47,137,3.528,5.5,158,188,2,42,1,1,FALSE,g8836542,64,24,2021-08-08,10.8146
SWCP - Bigbury to Yealmpton,Run,24969.2,263:35,347:06,1005,1.579,4.1,112.4,163,0,63,2,2,FALSE,g5460980,38,21,2021-08-05,24.9692
SWCP - East Allington to Bigbury,Run,37081.5,358:29,457:42,1259,1.724,4.2,113.6,178,4,56,0,2,FALSE,g5460980,58,27,2021-08-04,37.0815
SWCP - Paignton to Stoke Fleming,Run,32754.4,308:31,390:02,1336,1.769,4.2,126.5,167,2,55,6,2,FALSE,g5460980,74,26,2021-08-03,32.754400000000004
Evening Run,Run,8737.2,46:13,47:01,74,3.151,4.4,132.1,144,2,24,0,1,FALSE,g6323190,11,21,2021-08-01,8.737200000000001
Winchester Parkrun,Run,7506.5,44:45,46:27,42,2.796,5.6,132.6,184,25,44,0,7,FALSE,g8836542,14,25,2021-07-31,7.5065
Treadmill hill repeats,Run,4913.1,30:03,30:03,0,2.725,3.5,159.7,189,0,22,0,1,FALSE,g8836542,44,28,2021-07-29,4.9131
Evening Run,Run,11697.1,56:31,56:37,194,3.449,5.1,150.2,174,9,39,0,1,FALSE,g8836542,43,23,2021-07-28,11.6971
Evening Ride,Ride,32914.2,67:02,83:50,228,8.184,12.9,140.1,188,6,24,0,1,TRUE,b8218319,41,23,2021-07-27,32.914199999999994
Lunch Run,Run,5128.6,23:00,23:03,6,3.716,5,152.1,177,3,19,0,1,FALSE,g3897569,25,21,2021-07-27,5.1286000000000005
Morning Ride,Ride,31742.6,60:50,62:03,209,8.697,13.5,143.3,175,42,24,0,1,TRUE,b8218319,43,21,2021-07-27,31.7426
Afternoon Ride,Ride,27069.3,65:30,282:10,197,6.888,12.3,127.4,167,4,0,0,1,FALSE,b8218319,18,25,2021-07-25,27.0693
MABAC Surrey Slog,Run,21010.2,93:33,93:53,613,3.73,6,175.9,200,3,55,9,1,FALSE,g7496850,247,21,2021-07-25,21.0102
